bidder_id,outcome,nb0fCountry,nb0fIP,nb0fURL,nb0fDevice,nb0fAuction,nb0fBids,nb0fMerch,nb0fPayAcc,nb0fAdress,nb0fUniqueCountry,nb0fUniqueIP,nb0fUniqueURL,nb0fUniqueDevice,nb0fUniqueAuction,nb0fUniqueBids,nb0fUniqueMerch,nb0fUniquePayAcc,nb0fUniqueAdress,jewelry,furniture,home goods,mobile,sporting goods,office equipment,computers,books and music,clothing,auto parts,nb0fBidsOnSelf,meanBidsPerAuction,stdBidsPerAuction,meanBidsPerCountry,stdBidsPerCountry,meanBidsPerDevice,stdBidsPerDevice
9d33ed2efcfaddba0307d12142f3041ce731l,0.0,8,8,8,8,8,8,8,1,1,1,3,1,4,3,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,2.081665999466133,8.0,0.0,2.0,1.4142135623730951
95ff2833eef5999a4f3ba4a7684d2b26a6v9j,0.0,4,4,4,4,4,4,4,1,1,2,2,2,2,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.4142135623730951,2.0,1.4142135623730951,2.0,1.4142135623730951
75339aea3f29d7d9a8d67ed3fe1c89c3owsq5,0.0,22260,22260,22260,22260,22260,22260,22260,1,1,47,10802,4898,906,282,22260,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78.93617021276596,215.91627851468124,473.6170212765957,1261.005077967769,24.56953642384106,246.40037516834153
e8bc0150097c1b2b8b8c374b69e0d3a6mxfcm,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,2.0,0.0,1.0,0.0
31c840378b5c2e4469fd2e7f5a1e5a7d92k7u,0.0,65,65,65,65,65,65,65,1,1,13,56,46,37,54,65,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2037037037037037,0.4065329539256729,5.0,7.788880963698615,1.7567567567567568,1.8470006527912788
874f882f7efff96263e9b555415aac36dsxry,0.0,102,102,102,102,102,102,102,1,1,10,79,37,38,65,102,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5692307692307692,1.0150312613601913,10.2,25.607290628516974,2.6842105263157894,4.3190668609174585
9f9dd5c179d357b53f145ae1e5cc941f5qfuy,0.0,3,3,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,3.0,0.0
6da536112251f09a006b0c5223f154d46en4j,0.0,8,8,8,8,8,8,8,1,1,3,5,3,4,8,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.6666666666666665,2.886751345948129,2.0,0.816496580927726
227bc0936837200d0aaeb444ab8d5f1axs8zr,0.0,16,16,16,16,16,16,16,1,1,6,12,1,6,14,16,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1428571428571428,0.3631365196012815,2.6666666666666665,1.632993161855452,2.6666666666666665,2.250925735484551
4950352b0410495ef65a92b08b5be463c20yn,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
0ea26a4028ffc16d9a8631d43e1b92105auao,0.0,383,383,383,383,383,383,383,1,1,1,321,17,45,10,383,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.3,69.26607314471413,383.0,0.0,8.511111111111111,16.53319281465212
01c1c7be49cd6cfbb9075925a05c9899p41va,0.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
ef415b2bbbb81ed33cec7242678975d5m5qk6,0.0,9,9,9,9,9,9,9,1,1,1,7,1,4,5,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8,0.8366600265340756,9.0,0.0,2.25,1.8929694486000912
737d19fdceb065359c77b81d27053c4e5quiq,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
403d9c0288bab462bae858dc8aff2f94ti9ma,0.0,5,5,5,5,5,5,5,1,1,1,2,2,2,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,5.0,0.0,2.5,0.7071067811865476
e8581ec94cd4d5009ab6b36c6aca9f0cp3txb,0.0,57,57,57,57,57,57,57,1,1,2,35,14,23,25,57,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.28,1.8375708603116963,28.5,38.890872965260115,2.4782608695652173,2.4839405134399453
e50426efab1e9d60b8f7258130f8791czrpvg,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
d42604c7cca8ec92839e92508f2a3e52ehz29,0.0,4624,4624,4624,4624,4624,4624,4624,1,1,76,3129,236,533,433,4624,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.678983833718245,48.44614179189683,60.8421052631579,325.423746424323,8.675422138836772,31.796546841345332
b0014101fe1b510ea150c149145dbced3q3md,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
c8b23d6565e11d874e221f41440ffd25mrucd,0.0,123,123,123,123,123,123,123,1,1,10,109,56,50,27,123,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.555555555555555,10.363891952845533,12.3,34.341584768971344,2.46,4.695677560810796
b2968116361fd43589bde8eca72c5767o71qc,0.0,6,6,6,6,6,6,6,1,1,5,6,1,1,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.4472135954999579,1.2,0.4472135954999579,6.0,0.0
24a9abf72cedcb421e831c1be26607e37zojy,0.0,14,14,14,14,14,14,14,1,1,3,13,5,12,8,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.75,1.7525491637693282,4.666666666666667,6.350852961085883,1.1666666666666667,0.38924947208076144
eb27d8daded752fc0d1c828867b0f118cswwq,0.0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
bef84146ac1e2f21e928e06ede1404793bfnx,0.0,6,6,6,6,6,6,6,1,1,2,6,2,5,6,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,2.8284271247461903,1.2,0.44721359549995804
90fe8d6fc0bbe4ff2ca7833fe51bddbaaibof,0.0,1912,1912,1912,1912,1912,1912,1912,1,1,68,1294,357,326,260,1912,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.3538461538461535,19.59625743894247,28.11764705882353,161.73532177851234,5.865030674846626,18.05666817802677
825226b69f2a5a8337ca611b38223989aumow,0.0,109,109,109,109,109,109,109,1,1,1,88,30,59,13,109,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.384615384615385,11.109593913509032,109.0,0.0,1.847457627118644,1.6796300836794877
0f8cb1baa83fefac10f885f79149bf13kn4nw,0.0,1370,1370,1370,1370,1370,1370,1370,1,1,49,1104,34,312,336,1370,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0773809523809526,5.981061677641793,27.959183673469386,47.440295452843266,4.391025641025641,9.167658600645533
e12177ff9c1a8413996f7b1a590980c82ofeo,1.0,7054,7054,7054,7054,7054,7054,7054,1,1,76,3887,4233,451,551,7054,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.802177858439201,32.7348976250276,92.8157894736842,512.16285718578,15.64079822616408,34.709326614443086
cd8f738dfa2ea0554baa3dfc4465cdb8izun1,0.0,536,536,536,536,536,536,536,1,1,45,373,40,158,242,536,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2148760330578514,2.6251468611602915,11.911111111111111,32.13807019028298,3.392405063291139,4.327125880148317
a8b8959fe64f490d32fc15a5d1144f87qj9ai,0.0,6,6,6,6,6,6,6,1,1,1,6,5,5,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,6.0,0.0,1.2,0.4472135954999579
f75a0f726d764514f612ee8cd8f65adegt02s,0.0,12691,12812,12812,12812,12812,12812,12812,1,1,128,7563,7162,680,451,12812,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28.407982261640797,140.2202785403011,99.1484375,413.9493690718947,18.841176470588234,66.59106123213401
332ef2c7189603a497fc89345ee4f5605i5xw,0.0,4,4,4,4,4,4,4,1,1,1,1,3,1,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3333333333333333,0.5773502691896257,4.0,0.0,4.0,0.0
572c9964ca41ed055830845993fdab29p4f03,0.0,198,198,198,198,198,198,198,1,1,35,160,139,93,66,198,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.437601569801833,5.6571428571428575,9.06493845779978,2.129032258064516,2.654879864847783
cbe8d224a38ccff930674361b502e7beyuf1k,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
d9d24106ae1ff4f5bc4ec3caf29d7bd2c2f5o,0.0,14,14,14,14,14,14,14,1,1,4,12,2,11,14,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.5,3.7859388972001824,1.2727272727272727,0.6466697906828633
9dd7e7ef94a7bc5bc9f98c42099910e7o76qh,0.0,32,32,32,32,32,32,32,1,1,14,31,29,26,16,32,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.9321835661585918,2.2857142857142856,2.6726124191242437,1.2307692307692308,0.514407799916938
3ce8aa0207022698b6d0eef09c89b381jzqi1,0.0,123,123,123,123,123,123,123,1,1,17,91,74,49,32,123,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.84375,12.84425156975278,7.235294117647059,10.407505775669224,2.510204081632653,3.69189680798588
e8291466de91b0eb4e1515143c7f74dexy2yr,0.0,30062,30062,30062,30062,30062,30062,30062,1,1,125,20492,295,403,787,30062,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38.19822109275731,168.50095354457747,240.496,621.0677151798423,74.59553349875931,298.91525726328666
5201935b289665a197e38f747882948fjt867,0.0,5,5,5,5,5,5,5,1,1,1,5,5,4,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,5.0,0.0,1.25,0.5
aa75d58c3e1207618d47c72ffb19c872bolg8,0.0,68,68,68,68,68,68,68,1,1,1,59,22,30,14,68,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.857142857142857,4.185269826006862,68.0,0.0,2.2666666666666666,1.8557149999176972
fe27fe0815883aa3e1a312f0dcb45981txa2m,0.0,15,15,15,15,15,15,15,1,1,2,4,10,5,13,15,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1538461538461537,0.37553380809940534,7.5,2.1213203435596424,3.0,2.8284271247461903
167008af05d4feaa636a565f6f83ec61a6ogj,0.0,18,18,18,18,18,18,18,1,1,1,4,7,5,13,18,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3846153846153846,0.6504436355879909,18.0,0.0,3.6,3.7815340802378077
8725b0aa1a32054450c16b099328fbcbi71gi,0.0,7,7,7,7,7,7,7,1,1,3,6,6,5,3,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3333333333333335,2.3094010767585034,2.3333333333333335,1.5275252316519468,1.4,0.5477225575051661
3714da7069a5205137cacf89ab3a136ffx2u2,1.0,3744,3746,3746,3746,3746,3746,3746,1,1,62,1366,975,388,169,3746,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.16568047337278,59.26189658277715,60.38709677419355,209.41419893603975,9.654639175257731,23.3535749217668
33895230e0b25b5d3133d502ef3ecabey84m6,0.0,339,339,339,339,339,339,339,1,1,13,287,192,108,51,339,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.647058823529412,17.1403891780925,26.076923076923077,84.14517369647683,3.138888888888889,6.631077122204437
c616385a2762ecfd8e4ea16d8a1f2596qw07a,0.0,4,4,4,4,4,4,4,1,1,1,4,1,2,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.4142135623730951,4.0,0.0,2.0,1.4142135623730951
32d2ce86b00693f0c26314e3cce2438dvxbt3,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
1982c4b164171180d480166feae881ecmxsgl,0.0,6,6,6,6,6,6,6,1,1,1,6,2,4,6,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,6.0,0.0,1.5,1.0
1ea558fc18eb1b3ed7759a3aed7662d3p77wq,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
8ab98c1e6cbfb902af4e02050a886396a40bg,0.0,4,4,4,4,4,4,4,1,1,1,4,3,3,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,4.0,0.0,1.3333333333333333,0.5773502691896257
7ffd9b7b795d9335153d481fba4b3076plrxc,0.0,5,5,5,5,5,5,5,1,1,4,4,5,4,4,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,0.5,1.25,0.5,1.25,0.5
bdab2be5a94c6380c60b902310cbe1b6rs4iw,0.0,15,15,15,15,15,15,15,1,1,4,14,6,12,11,15,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3636363636363635,0.674199862463242,3.75,2.8722813232690143,1.25,0.45226701686664544
8b109c0aee5ed07fc996e73d28e65888o5jmc,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
27ccc09ae923d1ca8ff7ab3242f279f7xuclq,0.0,4,4,4,4,4,4,4,1,1,2,4,4,4,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.5773502691896257,2.0,1.4142135623730951,1.0,0.0
da950a556200395a82e23e3bbfe1abb6xs258,0.0,15,15,15,15,15,15,15,1,1,3,15,1,12,12,15,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,0.621581560508061,5.0,3.605551275463989,1.25,0.45226701686664544
13c4c826516304555e291d3d91c108b3ytpmj,0.0,17,17,17,17,17,17,17,1,1,2,17,1,2,12,17,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4166666666666667,0.9003366373785199,8.5,4.949747468305833,8.5,10.606601717798213
4cf9c56df4594860df56285e9293a7f7evfix,0.0,125,125,125,125,125,125,125,1,1,10,100,42,54,42,125,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9761904761904763,2.849801835114029,12.5,32.21542073810822,2.314814814814815,2.1962581735896616
7e8650379cbcb3ef8f7f6aefcd678067kzbdi,0.0,6,6,6,6,6,6,6,1,1,4,6,3,5,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.4472135954999579,1.5,0.5773502691896257,1.2,0.44721359549995804
04c6b750b0552089c87ae03de72289cfcpfmh,0.0,14,14,14,14,14,14,14,1,1,8,13,7,11,12,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.5773502691896257,1.75,0.8864052604279183,1.2727272727272727,0.46709936649691375
460e932b11a1529d78246317757899ccfaxng,0.0,157,157,157,157,157,157,157,1,1,5,59,7,27,40,157,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.925,4.491516219353766,31.4,65.75180605884526,5.814814814814815,16.760845024220167
050a3b29ca1818e1f237df8132bc2013bcuxi,0.0,40,40,40,40,40,40,40,1,1,11,36,19,21,21,40,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9047619047619047,1.7292993351285917,3.6363636363636362,6.667424199385056,1.9047619047619047,2.82674303580573
74149197c8684977e397ab60a6a264836b0lv,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,2.0,0.0,1.0,0.0
c353286290001e0943ed9bb160145c42etrf8,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
55d9cdc3af85efe87b2a6f22a2cea96ezy2ax,0.0,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,1.4142135623730951,1.0,0.0
25a4ee3a528004bcf4f4bf62b9208a7dx96pt,0.0,2974,2988,2988,2988,2988,2988,2988,1,1,101,1250,1962,436,263,2988,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.361216730038024,44.949449317358365,29.445544554455445,90.28438129017938,6.853211009174312,21.444748868511734
6130cfe76ed3bd87c8f8dc6b2b2786dcp44xy,0.0,7,7,7,7,7,7,7,1,1,3,7,2,6,7,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.3333333333333335,2.3094010767585034,1.1666666666666667,0.408248290463863
317d3e44b2bcfdd7293b84f82f44b8e31hx1r,0.0,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
d9dfeadc7e0e844ffea3cfc706daae5dt2hhg,0.0,28,28,28,28,28,28,28,1,1,4,14,11,14,21,28,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.6582805886043831,7.0,10.03327796219494,2.0,1.3587324409735149
af50d549e86276f034e52037722dd5aetouu2,0.0,6,6,6,6,6,6,6,1,1,2,6,3,6,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,3.0,1.4142135623730951,1.0,0.0
167b4f37a264b72feb0f559b650d1cbd3ox60,0.0,90,90,90,90,90,90,90,1,1,10,78,43,57,42,90,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.142857142857143,3.1279341625800776,9.0,16.24807680927192,1.5789473684210527,1.9543666166255624
8152c94b639be88e7076f0e32bd70e0eg004b,0.0,29,29,29,29,29,29,29,1,1,8,28,1,22,21,29,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.380952380952381,0.740012869900955,3.625,4.274091382136927,1.3181818181818181,0.779887881829887
40fafe756c4695b32df7d19d4c710dabvzr79,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
23bdbb8575f191b71853bf78d09e11a1lhnfn,0.0,82,82,82,82,82,82,82,1,1,4,35,26,33,27,82,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.037037037037037,2.5340979502877197,20.5,37.67846422914112,2.484848484848485,4.9315388833077
34914d163517a0cc4f0c971afb2352106vsvz,0.0,27,27,27,27,27,27,27,1,1,7,24,3,8,9,27,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.278719262151,3.857142857142857,5.145501965424799,3.375,4.897156609415596
fdf908d608a629d5ebde14819231878dojel8,0.0,27,27,27,27,27,27,27,1,1,2,13,7,2,7,27,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.857142857142857,3.7606990231680526,13.5,17.67766952966369,13.5,17.67766952966369
210ae8381324c41f7b49e95f1b7aed80z55df,0.0,4,4,4,4,4,4,4,1,1,1,3,3,3,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,4.0,0.0,1.3333333333333333,0.5773502691896257
2106dd7866abbfb4e7c68067d7eb9bebflq5d,0.0,9723,9748,9748,9748,9748,9748,9748,1,1,65,2912,1109,468,653,9748,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.92802450229709,42.13878649082861,149.58461538461538,780.2537626532892,20.82905982905983,138.4325245910032
c9416e793bd0559bca3ad4a5194d4cd1k8eyc,0.0,67,67,67,67,67,67,67,1,1,4,52,6,35,30,67,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2333333333333334,2.1444930810596343,16.75,31.5,1.9142857142857144,2.7692792497372327
9ca7afbb673865b01cd4b02846054fc1p3vjn,0.0,131,131,131,131,131,131,131,1,1,9,47,49,43,54,131,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.425925925925926,1.8181667301324285,14.555555555555555,35.0753157901362,3.046511627906977,3.1087701470585634
92a63dbb8323426833b944a4fc196fe27pzha,0.0,9,9,9,9,9,9,9,1,1,1,9,2,6,5,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8,1.788854381999832,9.0,0.0,1.5,0.8366600265340756
55abcd1b00c6b5b54633fc7e98f0110bwoy3v,0.0,1818,1818,1818,1818,1818,1818,1818,1,1,85,785,978,353,79,1818,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0126582278481,56.543945621374704,21.388235294117646,40.89652858642366,5.15014164305949,24.633047974960316
bc3d08ad6ac94b8b5ce40a29b59899cakj3p5,0.0,1647,1647,1647,1647,1647,1647,1647,1,1,40,1153,746,291,387,1647,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.255813953488372,6.9494239554402855,41.175,98.60329414063514,5.65979381443299,22.768499078818664
d144312f2f68dc33a63b7863911b2aa459i99,0.0,764,764,764,764,764,764,764,1,1,46,636,14,201,185,764,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.129729729729729,34.24741234960609,16.608695652173914,58.83063384207986,3.800995024875622,7.8479423421031305
6ebbb4e7c3fb4ba44a89bae997717924gm89u,0.0,41,41,41,41,41,41,41,1,1,5,39,17,29,17,41,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.411764705882353,5.56842463728984,8.2,15.546703830716016,1.4137931034482758,1.0861873483267168
c46e21e01a3f4987e00109d1d5f48acb1q72y,0.0,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.5,0.7071067811865476,1.0,0.0
24a32bf10c4a5d4d91c27da4710c869a0nqim,0.0,50,50,50,50,50,50,50,1,1,5,20,34,15,19,50,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6315789473684212,1.4985372985307102,10.0,10.246950765959598,3.3333333333333335,6.102302453836195
ff3ae9450581aa3de5d2326f70e39d20w8fbl,0.0,4,4,4,4,4,4,4,1,1,2,3,4,3,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.5773502691896257,2.0,1.4142135623730951,1.3333333333333333,0.5773502691896257
e56f611f1157381f4b689ab34b574e791qhcn,1.0,643,643,643,643,643,643,643,1,1,20,278,147,155,101,643,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.366336633663367,33.98756324665752,32.15,90.9078625515099,4.148387096774194,9.453779254184292
1456b44d8b2b16cd94278137269ceb11ns7wy,0.0,8,8,8,8,8,8,8,1,1,1,8,7,8,8,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,8.0,0.0,1.0,0.0
2dc309478d30d440e75c932b1f13a8fai2p2e,0.0,13,13,13,13,13,13,13,1,1,1,2,2,3,12,13,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0833333333333333,0.28867513459481287,13.0,0.0,4.333333333333333,3.055050463303893
942563fa6695a4b2f76ab6ff3bd58030i75z7,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
ec6d3fbd8408ba43891370d4ffe41eabhnwbs,0.0,10,10,10,10,10,10,10,1,1,2,2,5,1,1,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,,5.0,4.242640687119285,10.0,0.0
